iter	RMSE
483	0.003392699179
484	0.003384457623
485	0.003373902875
486	0.003368847812
487	0.003368004383
488	0.003358663429
489	0.003354643268
490	0.003351063923
491	0.003345737847
492	0.003340694752
493	0.003340106379
494	0.00333310964
495	0.003326918858
496	0.00332097798
497	0.003311340299
498	0.003301900047
499	0.00329235426
